거래ID,진입일,종목명,종목코드,진입순위,AI수급점수,진입유형,스윙우선순위,추천소스,진입코멘트,보유일수,청산방식,청산사유,진입가,청산일,청산가,수익률,상태
20260122_KB금융_D5,2026-01-22,KB금융,105560.0,1,25.0,주도눌림,51.04,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,134700.0,2026-01-29,137800.0,2.3014,closed
20260122_POSCO홀딩스_D5,2026-01-22,POSCO홀딩스,5490.0,2,39.0,주도돌파,50.79,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,5,D+5,D+5,359500.0,2026-01-29,364000.0,1.2517,closed
20260122_HD현대중공업_D5,2026-01-22,HD현대중공업,329180.0,3,32.0,주도눌림,46.37,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,613000.0,2026-01-29,588000.0,-4.0783,closed
20260122_HD현대중공업_SIGNAL,2026-01-22,HD현대중공업,329180.0,3,32.0,주도눌림,46.37,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,3,시그널,손절,613000.0,2026-01-27,588000.0,-4.0783,closed
20260122_KB금융_SIGNAL,2026-01-22,KB금융,105560.0,1,25.0,주도눌림,51.04,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,6,시그널,수급훼손,134700.0,2026-01-30,135200.0,0.3712,closed
20260122_POSCO홀딩스_SIGNAL,2026-01-22,POSCO홀딩스,5490.0,2,39.0,주도돌파,50.79,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,6,시그널,수급훼손,359500.0,2026-01-30,347500.0,-3.338,closed
20260123_KB금융_D10,2026-01-23,KB금융,105560.0,1,25.0,주도눌림,51.03,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,135600.0,2026-02-06,149300.0,10.1032,closed
20260123_HD현대중공업_D10,2026-01-23,HD현대중공업,329180.0,2,32.0,주도눌림,46.29,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,627000.0,2026-02-06,539000.0,-14.0351,closed
20260123_LG전자_D10,2026-01-23,LG전자,66570.0,3,24.0,주도돌파,45.42,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,105600.0,2026-02-06,99200.0,-6.0606,closed
20260123_KB금융_D5,2026-01-23,KB금융,105560.0,1,25.0,주도눌림,51.03,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,135600.0,2026-01-30,135200.0,-0.295,closed
20260123_HD현대중공업_D5,2026-01-23,HD현대중공업,329180.0,2,32.0,주도눌림,46.29,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,627000.0,2026-01-30,575000.0,-8.2935,closed
20260123_LG전자_D5,2026-01-23,LG전자,66570.0,3,24.0,주도돌파,45.42,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,105600.0,2026-01-30,99100.0,-6.1553,closed
20260123_HD현대중공업_SIGNAL,2026-01-23,HD현대중공업,329180.0,2,32.0,주도눌림,46.29,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,3,시그널,손절,627000.0,2026-01-28,586000.0,-6.5391,closed
20260123_LG전자_SIGNAL,2026-01-23,LG전자,66570.0,3,24.0,주도돌파,45.42,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,3,시그널,손절,105600.0,2026-01-28,99900.0,-5.3977,closed
20260123_KB금융_SIGNAL,2026-01-23,KB금융,105560.0,1,25.0,주도눌림,51.03,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,수급훼손,135600.0,2026-01-30,135200.0,-0.295,closed
20260126_삼성생명_D10,2026-01-26,삼성생명,32830.0,1,23.0,주도돌파,54.89,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,182200.0,2026-02-09,193000.0,5.9276,closed
20260126_KB금융_D10,2026-01-26,KB금융,105560.0,2,26.0,주도눌림,51.64,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,135500.0,2026-02-09,151400.0,11.7343,closed
20260126_삼성전자우_D10,2026-01-26,삼성전자우,5935.0,3,30.0,주도눌림,50.72,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,110900.0,2026-02-09,115200.0,3.8774,closed
20260126_삼성생명_D5,2026-01-26,삼성생명,32830.0,1,23.0,주도돌파,54.89,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,182200.0,2026-02-02,179000.0,-1.7563,closed
20260126_KB금융_D5,2026-01-26,KB금융,105560.0,2,26.0,주도눌림,51.64,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,135500.0,2026-02-02,133700.0,-1.3284,closed
20260126_삼성전자우_D5,2026-01-26,삼성전자우,5935.0,3,30.0,주도눌림,50.72,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,110900.0,2026-02-02,110100.0,-0.7214,closed
20260126_KB금융_SIGNAL,2026-01-26,KB금융,105560.0,2,26.0,주도눌림,51.64,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,수급훼손,135500.0,2026-02-02,133700.0,-1.3284,closed
20260126_삼성생명_SIGNAL,2026-01-26,삼성생명,32830.0,1,23.0,주도돌파,54.89,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,시그널,수급훼손,182200.0,2026-02-09,193000.0,5.9276,closed
20260126_삼성전자우_SIGNAL,2026-01-26,삼성전자우,5935.0,3,30.0,주도눌림,50.72,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,13,시그널,목표수익,110900.0,2026-02-12,122100.0,10.0992,closed
20260127_NAVER_D10,2026-01-27,NAVER,35420.0,1,55.0,주도돌파,63.29,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,281500.0,2026-02-10,254000.0,-9.7691,closed
20260127_삼성생명_D10,2026-01-27,삼성생명,32830.0,2,25.0,주도돌파,56.55,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,187100.0,2026-02-10,197700.0,5.6654,closed
20260127_기아_D10,2026-01-27,기아,0270.0,3,26.0,주도눌림,42.62,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,153500.0,2026-02-10,154700.0,0.7818,closed
20260127_NAVER_D5,2026-01-27,NAVER,35420.0,1,55.0,주도돌파,63.29,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,281500.0,2026-02-03,269000.0,-4.4405,closed
20260127_삼성생명_D5,2026-01-27,삼성생명,32830.0,2,25.0,주도돌파,56.55,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,187100.0,2026-02-03,186300.0,-0.4276,closed
20260127_기아_D5,2026-01-27,기아,0270.0,3,26.0,주도눌림,42.62,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,153500.0,2026-02-03,154000.0,0.3257,closed
20260127_NAVER_SIGNAL,2026-01-27,NAVER,35420.0,1,55.0,주도돌파,63.29,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,4,시그널,손절,281500.0,2026-02-02,268000.0,-4.7957,closed
20260127_삼성생명_SIGNAL,2026-01-27,삼성생명,32830.0,2,25.0,주도돌파,56.55,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,4,시그널,손절,187100.0,2026-02-02,179000.0,-4.3292,closed
20260127_기아_SIGNAL,2026-01-27,기아,0270.0,3,26.0,주도눌림,42.62,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,시그널,수급훼손,153500.0,2026-02-03,154000.0,0.3257,closed
20260128_셀트리온_D10,2026-01-28,셀트리온,68270.0,1,37.0,주도눌림,59.25,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,218500.0,2026-02-11,239500.0,9.611,closed
20260128_현대모비스_D10,2026-01-28,현대모비스,12330.0,2,25.0,주도눌림,43.02,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,447000.0,2026-02-11,446000.0,-0.2237,closed
20260128_셀트리온_D5,2026-01-28,셀트리온,68270.0,1,37.0,주도눌림,59.25,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,218500.0,2026-02-04,214500.0,-1.8307,closed
20260128_현대모비스_D5,2026-01-28,현대모비스,12330.0,2,25.0,주도눌림,43.02,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,447000.0,2026-02-04,448500.0,0.3356,closed
20260128_셀트리온_SIGNAL,2026-01-28,셀트리온,68270.0,1,37.0,주도눌림,59.25,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,3,시그널,손절,218500.0,2026-02-02,203000.0,-7.0938,closed
20260128_현대모비스_SIGNAL,2026-01-28,현대모비스,12330.0,2,25.0,주도눌림,43.02,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,시그널,수급훼손,447000.0,2026-02-04,448500.0,0.3356,closed
20260129_POSCO홀딩스_D10,2026-01-29,POSCO홀딩스,5490.0,1,44.0,주도눌림,60.14,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,364000.0,2026-02-12,383000.0,5.2198,closed
20260129_SK_D10,2026-01-29,SK,34730.0,2,33.0,주도돌파,55.12,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,324000.0,2026-02-12,342500.0,5.7099,closed
20260129_삼성전자우_D10,2026-01-29,삼성전자우,5935.0,3,29.0,주도돌파,47.55,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,10,D+10,D+10,115600.0,2026-02-12,122100.0,5.6228,closed
20260129_POSCO홀딩스_D5,2026-01-29,POSCO홀딩스,5490.0,1,44.0,주도눌림,60.14,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,364000.0,2026-02-05,367000.0,0.8242,closed
20260129_SK_D5,2026-01-29,SK,34730.0,2,33.0,주도돌파,55.12,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,324000.0,2026-02-05,331500.0,2.3148,closed
20260129_삼성전자우_D5,2026-01-29,삼성전자우,5935.0,3,29.0,주도돌파,47.55,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,5,D+5,D+5,115600.0,2026-02-05,113500.0,-1.8166,closed
20260129_POSCO홀딩스_SIGNAL,2026-01-29,POSCO홀딩스,5490.0,1,44.0,주도눌림,60.14,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,수급훼손,364000.0,2026-02-05,367000.0,0.8242,closed
20260129_삼성전자우_SIGNAL,2026-01-29,삼성전자우,5935.0,3,29.0,주도돌파,47.55,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,12,시그널,목표수익+,115600.0,2026-02-19,133500.0,15.4844,closed
20260129_SK_SIGNAL,2026-01-29,SK,34730.0,2,33.0,주도돌파,55.12,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,13,시그널,목표수익+,324000.0,2026-02-20,381500.0,17.7469,closed
20260130_KB금융_D10,2026-01-30,KB금융,105560.0,1,26.0,주도눌림,50.85,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,135200.0,2026-02-13,167900.0,24.1864,closed
20260130_POSCO홀딩스_D10,2026-01-30,POSCO홀딩스,5490.0,2,37.0,주도눌림,49.86,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,347500.0,2026-02-13,375500.0,8.0576,closed
20260130_삼성전자우_D10,2026-01-30,삼성전자우,5935.0,3,21.0,주도돌파,43.27,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,117400.0,2026-02-13,127600.0,8.6882,closed
20260130_KB금융_D5,2026-01-30,KB금융,105560.0,1,26.0,주도눌림,50.85,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,135200.0,2026-02-06,149300.0,10.429,closed
20260130_POSCO홀딩스_D5,2026-01-30,POSCO홀딩스,5490.0,2,37.0,주도눌림,49.86,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,347500.0,2026-02-06,359500.0,3.4532,closed
20260130_삼성전자우_D5,2026-01-30,삼성전자우,5935.0,3,21.0,주도돌파,43.27,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,117400.0,2026-02-06,112400.0,-4.2589,closed
20260130_삼성전자우_SIGNAL,2026-01-30,삼성전자우,5935.0,3,21.0,주도돌파,43.27,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,시그널,손절,117400.0,2026-02-06,112400.0,-4.2589,closed
20260130_KB금융_SIGNAL,2026-01-30,KB금융,105560.0,1,26.0,주도눌림,50.85,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,7,시그널,목표수익+,135200.0,2026-02-10,155500.0,15.0148,closed
20260130_POSCO홀딩스_SIGNAL,2026-01-30,POSCO홀딩스,5490.0,2,37.0,주도눌림,49.86,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,15,시그널,목표수익+,347500.0,2026-02-25,406500.0,16.9784,closed
20260202_SK스퀘어_D10,2026-02-02,SK스퀘어,402340.0,1,32.0,주도돌파,51.66,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,505000.0,2026-02-19,566000.0,12.0792,closed
20260202_하나금융지주_D10,2026-02-02,하나금융지주,86790.0,2,37.0,주도눌림,48.91,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,103300.0,2026-02-19,126300.0,22.2652,closed
20260202_삼성전자우_D10,2026-02-02,삼성전자우,5935.0,3,17.0,주도눌림,45.27,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,110100.0,2026-02-19,133500.0,21.2534,closed
20260202_SK스퀘어_D5,2026-02-02,SK스퀘어,402340.0,1,32.0,주도돌파,51.66,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,505000.0,2026-02-09,563000.0,11.4851,closed
20260202_하나금융지주_D5,2026-02-02,하나금융지주,86790.0,2,37.0,주도눌림,48.91,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,103300.0,2026-02-09,118800.0,15.0048,closed
20260202_삼성전자우_D5,2026-02-02,삼성전자우,5935.0,3,17.0,주도눌림,45.27,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,110100.0,2026-02-09,115200.0,4.6322,closed
20260202_하나금융지주_SIGNAL,2026-02-02,하나금융지주,86790.0,2,37.0,주도눌림,48.91,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,시그널,목표수익+,103300.0,2026-02-09,118800.0,15.0048,closed
20260202_SK스퀘어_SIGNAL,2026-02-02,SK스퀘어,402340.0,1,32.0,주도돌파,51.66,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,8,시그널,목표수익,505000.0,2026-02-12,570000.0,12.8713,closed
20260202_삼성전자우_SIGNAL,2026-02-02,삼성전자우,5935.0,3,17.0,주도눌림,45.27,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,8,시그널,목표수익,110100.0,2026-02-12,122100.0,10.8992,closed
20260203_삼성생명_D10,2026-02-03,삼성생명,32830.0,1,28.0,주도눌림,55.41,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,186300.0,2026-02-20,219000.0,17.5523,closed
20260203_한화에어로스페이스_D10,2026-02-03,한화에어로스페이스,12450.0,2,21.0,주도눌림,48.38,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,1299000.0,2026-02-20,1242000.0,-4.388,closed
20260203_삼성전자우_D10,2026-02-03,삼성전자우,5935.0,3,24.0,주도돌파,48.35,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,120600.0,2026-02-20,135100.0,12.0232,closed
20260203_삼성생명_D5,2026-02-03,삼성생명,32830.0,1,28.0,주도눌림,55.41,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,186300.0,2026-02-10,197700.0,6.1192,closed
20260203_한화에어로스페이스_D5,2026-02-03,한화에어로스페이스,12450.0,2,21.0,주도눌림,48.38,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,1299000.0,2026-02-10,1146000.0,-11.7783,closed
20260203_삼성전자우_D5,2026-02-03,삼성전자우,5935.0,3,24.0,주도돌파,48.35,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,120600.0,2026-02-10,114300.0,-5.2239,closed
